Date,Open,High,Low,Close,Adj Close,Volume
2021-04-14,37.700001,38.625000,37.650002,38.115002,38.115002,10287600
2021-04-15,38.305000,39.250000,38.150002,39.150002,39.150002,13788200
2021-04-16,39.044998,39.349998,38.474998,38.525002,38.525002,8067200
2021-04-19,38.570000,38.669998,37.900002,37.900002,37.900002,11195800
2021-04-20,37.775002,38.349998,36.840000,36.935001,36.935001,11508400
2021-04-22,37.250000,37.750000,36.439999,36.439999,36.439999,11556400
2021-04-23,36.775002,37.700001,36.660000,37.605000,37.605000,8342800
2021-04-26,37.695000,37.980000,37.020000,37.314999,37.314999,6897800
2021-04-27,37.244999,37.435001,36.669998,37.009998,37.009998,6958400
2021-04-28,38.099998,38.900002,36.240002,36.500000,36.500000,15478700
2021-04-29,36.560001,36.799999,35.230000,35.490002,35.490002,12148700
2021-04-30,35.419998,35.419998,34.500000,35.009998,35.009998,12334300
2021-05-03,35.000000,35.250000,34.259998,34.450001,34.450001,8092900
2021-05-04,34.400002,34.619999,33.599998,33.700001,33.700001,10593000
2021-05-05,33.750000,34.779999,33.419998,34.709999,34.709999,7412900
2021-05-06,34.279999,34.490002,33.320000,33.730000,33.730000,11025700
2021-05-07,33.820000,33.990002,33.060001,33.419998,33.419998,10181500
2021-05-10,33.419998,33.500000,32.259998,32.310001,32.310001,9811800
2021-05-11,31.930000,32.400002,31.629999,32.290001,32.290001,9278900
2021-05-12,31.870001,32.160000,31.270000,31.309999,31.309999,6385300
